frame,video_frame,processed_frame,is_occlusion_frame,observation_mode,best_conf_per_frame,switch_conf_per_frame,switch_active_track_missing,active_detection_conf,tau_conf,consecutive_low_conf_frames,consecutive_prediction_only_frames,prediction_only_guard_passed,cooldown_guard_passed,low_conf_candidate_frame,frame_should_use_z_only,z_radar,num_detections,num_tracks,has_active_target,raw_center_x,raw_center_y,smooth_center_x,smooth_center_y,smooth_z,command_pre_hold,command,gt_present,predicted_dark,gt_box_iou,glare_success
48,74,48,0,raw,0.384744,0.384744,0,0.378043,0.35,0,0,1,1,0,0,62.6806,3,0,1,239.1575,609.5791,239.1575,609.5791,16.8447,BOX:0:2:2:6,BOX:0:2:2:6,1,1,0.3462,0
49,76,49,0,raw,0.408613,0.408613,0,0.352233,0.35,0,0,1,1,0,0,61.908,3,0,1,239.6276,607.9258,239.6276,607.9258,16.8043,BOX:0:2:2:6,BOX:0:2:2:6,1,1,0.6667,1
50,77,50,0,raw,0.43909,0.43909,0,0.43909,0.35,0,0,1,1,0,0,61.4427,1,0,1,889.5719,396.3248,889.5719,396.3248,77.4055,BOX:3:3:2:2,BOX:3:3:2:2,1,1,1.0,1
51,79,51,0,raw,0.556466,0.556466,0,0.556466,0.35,0,0,1,1,0,0,60.2769,1,0,1,854.6904,402.6661,854.6904,402.6661,64.7281,BOX:3:3:2:2,BOX:3:3:2:2,1,1,1.0,1
52,81,52,0,raw,0.699907,0.699907,0,0.699907,0.35,0,0,1,1,0,0,59.6432,1,0,1,845.1537,404.9257,845.1537,404.9257,51.6303,BOX:2:4:1:3,BOX:2:4:1:3,1,1,1.0,1
53,82,53,0,raw,0.644947,0.644947,0,0.644947,0.35,0,0,1,1,0,0,58.6478,2,0,1,823.7586,409.4482,823.7586,409.4482,49.1017,BOX:2:4:2:4,BOX:2:4:2:4,1,1,0.125,0
54,84,54,0,raw,0.701718,0.701718,0,0.701718,0.35,0,0,1,1,0,0,58.3879,2,0,1,800.5046,415.0958,800.5046,415.0958,44.71,BOX:2:4:2:4,BOX:2:4:2:4,1,1,0.5,1
55,85,55,0,raw,0.708747,0.708747,0,0.708747,0.35,0,0,1,1,0,0,57.3086,3,0,1,776.1962,419.2543,776.1962,419.2543,40.8493,BOX:2:4:2:4,BOX:2:4:2:4,1,1,1.0,1
56,87,56,0,raw,0.652205,0.652205,0,0.42466,0.35,0,0,1,1,0,0,56.3728,3,0,1,744.1955,425.8774,744.1955,425.8774,36.8557,BOX:2:4:2:4,BOX:2:4:2:4,1,1,1.0,1
57,88,57,0,raw,0.653165,0.653165,0,0.653165,0.35,0,0,1,1,0,0,55.7422,3,0,1,734.2332,428.8241,734.2332,428.8241,35.7394,BOX:2:4:2:4,BOX:2:4:2:4,1,1,1.0,1
58,90,58,0,raw,0.69305,0.69305,0,0.681326,0.35,0,0,1,1,0,0,55.3276,3,0,1,640.3749,450.9753,640.3749,450.9753,26.3504,BOX:0:4:1:5,BOX:0:4:1:5,1,1,0.6667,1
59,91,59,0,raw,0.767121,0.767121,0,0.767121,0.35,0,0,1,1,0,0,54.1395,2,0,1,600.5834,457.869,600.5834,457.869,24.6907,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
60,93,60,0,raw,0.679365,0.679365,0,0.590767,0.35,0,0,1,1,0,0,53.08,3,0,1,563.6953,471.4134,563.6953,471.4134,22.2996,BOX:0:4:1:5,BOX:0:4:1:5,1,1,1.0,1
